"Story","Title","Result","Date","Stability","Duration (s)"
"Employees","Search employee","SUCCESS","2023-09-26T13:38:20.053+08:00[Asia/Shanghai]","0.0","37.54"
"Manage bank account","Add a bank account","SUCCESS","2023-09-26T13:39:01.702+08:00[Asia/Shanghai]","0.0","62.66"
"Manage bank account","Edit a bank account","SUCCESS","2023-09-26T13:40:05.071+08:00[Asia/Shanghai]","0.0","71.26"
"Manage bank account","Search a bank account","SUCCESS","2023-09-26T13:41:17.022+08:00[Asia/Shanghai]","0.0","29.22"
"Manage bank account","Activate a bank account","SUCCESS","2023-09-26T13:41:46.949+08:00[Asia/Shanghai]","0.0","46.81"
"Manage bank account","Manage bank account using GVAGL bank account","SUCCESS","2023-09-26T13:42:34.418+08:00[Asia/Shanghai]","0.0","197.12"
"Payments","Manual payment partial","SUCCESS","2023-09-26T13:45:55.382+08:00[Asia/Shanghai]","0.0","198.72"
"Payments","Application of prepayment partial","SUCCESS","2023-09-26T14:12:14.509+08:00[Asia/Shanghai]","0.0","363.61"
"Pre registration","Pre logging and gl distribution voucher match","SUCCESS","2023-09-26T14:18:23.898+08:00[Asia/Shanghai]","0.0","261.54"
"Pre registration","Pre logging multi docs","SUCCESS","2023-09-26T14:22:46.122+08:00[Asia/Shanghai]","0.0","189.3"
"Pre registration","Pre logging","SUCCESS","2023-09-26T14:25:56.074+08:00[Asia/Shanghai]","0.0","97.89"
"Pre registration","Pre logging with tax rate rounded","SUCCESS","2023-09-26T14:27:34.655+08:00[Asia/Shanghai]","0.0","92.98"
"Pre registration","Pre logging simple","SUCCESS","2023-09-26T14:29:08.317+08:00[Asia/Shanghai]","0.0","58.66"
"Pre registration","Pre logging with tax rate","SUCCESS","2023-09-26T14:30:07.645+08:00[Asia/Shanghai]","0.0","95.54"
"Redistribution","Pre logging GL distribution current year","SUCCESS","2023-09-26T14:31:45.321+08:00[Asia/Shanghai]","0.0","83.33"
"Redistribution","Pre logging GL distribution prior year","SUCCESS","2023-09-26T14:33:09.309+08:00[Asia/Shanghai]","0.0","216.47"
"Review AP entries","Edit voucher entries delete a line","SUCCESS","2023-09-26T14:38:00.188+08:00[Asia/Shanghai]","0.0","263.6"
"Review AP entries","Clear employee field for GL distribution and voucher entries","SUCCESS","2023-09-26T14:46:38.126+08:00[Asia/Shanghai]","0.0","137.44"
"Review AP entries","Reversal of unposted PO redistribution","SUCCESS","2023-09-26T14:48:56.259+08:00[Asia/Shanghai]","0.0","112.6"
"Review AP entries","Edit AP entries","SUCCESS","2023-09-26T14:53:25.503+08:00[Asia/Shanghai]","0.0","128.37"
"Review AP entries","Review voucher AP entries","SUCCESS","2023-09-26T14:55:34.536+08:00[Asia/Shanghai]","0.0","122.8"
"Review AP entries","Search payment","SUCCESS","2023-09-26T14:57:38.008+08:00[Asia/Shanghai]","0.0","30.55"
"Review AP entries","Check edit button for voucher entry and redistribute GL","SUCCESS","2023-09-26T14:59:27.852+08:00[Asia/Shanghai]","0.0","213.73"
"Review AP entries","Print payment form","SUCCESS","2023-09-26T15:03:02.297+08:00[Asia/Shanghai]","0.0","63.41"
"Review AP entries","Edit voucher entry line account number","SUCCESS","2023-09-26T15:04:06.377+08:00[Asia/Shanghai]","0.0","207.34"
"Review AP entries","Delete voucher AP entry","SUCCESS","2023-09-26T15:12:36.903+08:00[Asia/Shanghai]","0.0","127.97"
"Review AP entries","Create voucher entry and test filter selection","SUCCESS","2023-09-26T15:14:45.574+08:00[Asia/Shanghai]","0.0","205.42"
"Review AP entries","Create voucher entry review and delete","SUCCESS","2023-09-26T15:18:11.692+08:00[Asia/Shanghai]","0.0","166.34"
"Supplier creation","View a supplier","SUCCESS","2023-09-26T15:21:04.049+08:00[Asia/Shanghai]","0.0","49.32"
"Supplier creation","Edit a supplier","SUCCESS","2023-09-26T15:21:54.031+08:00[Asia/Shanghai]","0.0","89.87"
"Supplier creation","Payment terms update","SUCCESS","2023-09-26T15:23:24.551+08:00[Asia/Shanghai]","0.0","100.66"
"Supplier creation","Search a supplier","SUCCESS","2023-09-26T15:25:05.886+08:00[Asia/Shanghai]","0.0","35.82"
"Supplier creation","Validate or deactivate a supplier","SUCCESS","2023-09-26T15:25:42.38+08:00[Asia/Shanghai]","0.0","59.89"
"Supplier creation","Supplier and supplier master creation","SUCCESS","2023-09-26T15:26:42.916+08:00[Asia/Shanghai]","0.0","74.35"
"Unbilled PO receipts","Close unbilled PO receipt","SUCCESS","2023-09-26T15:27:58.529+08:00[Asia/Shanghai]","0.0","88.27"
"Unbilled PO receipts","Matching receipt validate","SUCCESS","2023-09-26T15:31:57.172+08:00[Asia/Shanghai]","0.0","49.43"
"Unbilled PO receipts","Unbilled POCUPR simple","SUCCESS","2023-09-26T15:32:47.283+08:00[Asia/Shanghai]","0.0","72.65"
"Voucher entries","Voucher entry without tax rate","SUCCESS","2023-09-26T15:34:45.377+08:00[Asia/Shanghai]","0.0","123.84"
"Voucher entries","Voucher entry with single multiple lines","SUCCESS","2023-09-26T15:38:17.533+08:00[Asia/Shanghai]","0.0","167.28"
"Voucher entries","Partial voucher match","SUCCESS","2023-09-26T15:51:58.51+08:00[Asia/Shanghai]","0.0","122.23"
"Voucher entries","Partial voucher match with tax rate","SUCCESS","2023-09-26T15:59:00.167+08:00[Asia/Shanghai]","0.0","137.25"
"Voucher entries","Voucher entry multi docs","SUCCESS","2023-09-26T16:01:18.103+08:00[Asia/Shanghai]","0.0","290.03"
"Voucher entries","Partial voucher match with negative additional lines","SUCCESS","2023-09-26T16:06:08.884+08:00[Asia/Shanghai]","0.0","237.84"
"Voucher entries","Simple prepayment","SUCCESS","2023-09-26T16:10:07.423+08:00[Asia/Shanghai]","0.0","69.17"
"Voucher entries","Create voucher entry using sustainability accounts","SUCCESS","2023-09-26T16:21:22.54+08:00[Asia/Shanghai]","0.0","494.15"
