"Story","Title","Result","Date","Stability","Duration (s)"
"Employees","Search employee","SUCCESS","2024-01-23T14:59:07.968+08:00[Asia/Shanghai]","0.0","30.05"
"Manage bank account","Add a bank account","SUCCESS","2024-01-23T14:59:47.762+08:00[Asia/Shanghai]","0.0","77.48"
"Manage bank account","Edit a bank account","SUCCESS","2024-01-23T15:01:05.989+08:00[Asia/Shanghai]","0.0","59.26"
"Manage bank account","Search a bank account","SUCCESS","2024-01-23T15:02:06.001+08:00[Asia/Shanghai]","0.0","30.01"
"Manage bank account","Activate a bank account","SUCCESS","2024-01-23T15:02:36.719+08:00[Asia/Shanghai]","0.0","47.32"
"Manage bank account","Manage bank account using GVAGL bank account","SUCCESS","2024-01-23T15:03:24.727+08:00[Asia/Shanghai]","0.0","196.64"
"Payments","Manual payment partial","SUCCESS","2024-01-23T15:06:45.414+08:00[Asia/Shanghai]","0.0","223.49"
"Payments","Manual payment with multiple documents","ERROR","2024-01-23T15:10:29.661+08:00[Asia/Shanghai]","0.0","256.36"
"Payments","Application of prepayment full","FAILURE","2024-01-23T15:14:46.834+08:00[Asia/Shanghai]","0.0","365.55"
"Payments","Manual payment with negative amount","FAILURE","2024-01-23T15:20:53.101+08:00[Asia/Shanghai]","0.0","249.46"
"Payments","Manual payment with zero payments","ERROR","2024-01-23T15:25:03.27+08:00[Asia/Shanghai]","0.0","243.57"
"Payments","Manual payment full","SUCCESS","2024-01-23T15:29:07.551+08:00[Asia/Shanghai]","0.0","215.86"
"Payments","Application of prepayment partial","SUCCESS","2024-01-23T15:32:44.126+08:00[Asia/Shanghai]","0.0","396.23"
"Pre registration","Pre logging and gl distribution voucher match","SUCCESS","2024-01-23T15:39:26.42+08:00[Asia/Shanghai]","0.0","125.37"
"Pre registration","Pre logging multi docs","SUCCESS","2024-01-23T15:41:32.511+08:00[Asia/Shanghai]","0.0","226.25"
"Pre registration","Pre logging","SUCCESS","2024-01-23T15:45:19.516+08:00[Asia/Shanghai]","0.0","83.16"
"Pre registration","Pre logging with tax rate rounded","SUCCESS","2024-01-23T15:46:43.389+08:00[Asia/Shanghai]","0.0","109.78"
"Pre registration","Pre logging simple","SUCCESS","2024-01-23T15:48:33.871+08:00[Asia/Shanghai]","0.0","59.97"
"Pre registration","Pre logging with tax rate","SUCCESS","2024-01-23T15:49:34.555+08:00[Asia/Shanghai]","0.0","92.31"
"Redistribution","Pre logging GL distribution current year","SUCCESS","2024-01-23T15:51:08.935+08:00[Asia/Shanghai]","0.0","129.36"
"Redistribution","Pre logging GL distribution prior year","SUCCESS","2024-01-23T15:53:19.024+08:00[Asia/Shanghai]","0.0","88.39"
"Redistribution","Voucher match with tolerance","ERROR","2024-01-23T15:54:48.108+08:00[Asia/Shanghai]","0.0","95.45"
"Review AP entries","Edit voucher entries delete a line","SUCCESS","2024-01-23T15:56:24.923+08:00[Asia/Shanghai]","0.0","289.65"
"Review AP entries","Create manual payment and delete unposted payment","SUCCESS","2024-01-23T16:01:15.274+08:00[Asia/Shanghai]","0.0","273.89"
"Review AP entries","Clear employee field for GL distribution and voucher entries","SUCCESS","2024-01-23T16:05:49.899+08:00[Asia/Shanghai]","0.0","154.41"
"Review AP entries","Reversal of unposted PO redistribution","SUCCESS","2024-01-23T16:08:25.019+08:00[Asia/Shanghai]","0.0","109.19"
"Review AP entries","Create voucher entry and edit","ERROR","2024-01-23T16:10:14.904+08:00[Asia/Shanghai]","0.0","159.34"
"Review AP entries","Edit AP entries","SUCCESS","2024-01-23T16:12:54.947+08:00[Asia/Shanghai]","0.0","140.58"
"Review AP entries","Review voucher AP entries","SUCCESS","2024-01-23T16:15:16.226+08:00[Asia/Shanghai]","0.0","132.11"
"Review AP entries","Search payment","SUCCESS","2024-01-23T16:17:29.071+08:00[Asia/Shanghai]","0.0","63.67"
"Review AP entries","Reversal of unposted voucher match","ERROR","2024-01-23T16:18:33.541+08:00[Asia/Shanghai]","0.0","97.51"
"Review AP entries","Check edit button for voucher entry and redistribute GL","SUCCESS","2024-01-23T16:20:11.911+08:00[Asia/Shanghai]","0.0","257.38"
"Review AP entries","Print payment form","FAILURE","2024-01-23T16:24:30.037+08:00[Asia/Shanghai]","0.0","64.4"
"Review AP entries","Edit voucher entry line account number","SUCCESS","2024-01-23T16:25:35.154+08:00[Asia/Shanghai]","0.0","221.0"
"Review AP entries","Payment information","SUCCESS","2024-01-23T16:29:16.898+08:00[Asia/Shanghai]","0.0","63.9"
"Review AP entries","Delete voucher AP entry","SUCCESS","2024-01-23T16:30:21.52+08:00[Asia/Shanghai]","0.0","134.93"
"Review AP entries","Create voucher entry and test filter selection","ERROR","2024-01-23T16:32:37.21+08:00[Asia/Shanghai]","0.0","125.43"
