"Story","Title","Result","Date","Stability","Duration (s)"
"Employees","Search employee","SUCCESS","2023-11-24T15:14:41.25+08:00[Asia/Shanghai]","0.0","61.74"
"Manage bank account","Add a bank account","SUCCESS","2023-11-24T15:15:45.754+08:00[Asia/Shanghai]","0.0","73.55"
"Manage bank account","Edit a bank account","SUCCESS","2023-11-24T15:17:00.06+08:00[Asia/Shanghai]","0.0","86.22"
"Manage bank account","Search a bank account","SUCCESS","2023-11-24T15:18:26.998+08:00[Asia/Shanghai]","0.0","55.49"
"Manage bank account","Activate a bank account","SUCCESS","2023-11-24T15:19:23.223+08:00[Asia/Shanghai]","0.0","49.25"
"Manage bank account","Manage bank account using GVAGL bank account","SUCCESS","2023-11-24T15:20:13.194+08:00[Asia/Shanghai]","0.0","197.78"
"Payments","Manual payment partial","SUCCESS","2023-11-24T15:23:34.083+08:00[Asia/Shanghai]","0.0","203.48"
"Payments","Manual payment with multiple documents","ERROR","2023-11-24T15:26:58.387+08:00[Asia/Shanghai]","0.0","257.1"
"Payments","Application of prepayment full","FAILURE","2023-11-24T15:31:16.504+08:00[Asia/Shanghai]","0.0","43.65"
"Payments","Manual payment with negative amount","ERROR","2023-11-24T15:32:00.9+08:00[Asia/Shanghai]","0.0","154.37"
"Payments","Manual payment with zero payments","SUCCESS","2023-11-24T15:34:36.053+08:00[Asia/Shanghai]","0.0","388.41"
"Payments","Manual payment full","SUCCESS","2023-11-24T15:41:05.175+08:00[Asia/Shanghai]","0.0","214.35"
"Payments","Application of prepayment partial","FAILURE","2023-11-24T15:44:40.266+08:00[Asia/Shanghai]","0.0","32.93"
"Pre registration","Pre logging and gl distribution voucher match","SUCCESS","2023-11-24T15:45:17.436+08:00[Asia/Shanghai]","0.0","133.81"
"Pre registration","Pre logging multi docs","SUCCESS","2023-11-24T15:47:31.949+08:00[Asia/Shanghai]","0.0","186.76"
"Pre registration","Pre logging","SUCCESS","2023-11-24T15:50:39.414+08:00[Asia/Shanghai]","0.0","88.3"
"Pre registration","Pre logging with tax rate rounded","SUCCESS","2023-11-24T15:52:08.391+08:00[Asia/Shanghai]","0.0","94.1"
"Pre registration","Pre logging simple","SUCCESS","2023-11-24T15:53:43.188+08:00[Asia/Shanghai]","0.0","60.87"
"Pre registration","Pre logging with tax rate","SUCCESS","2023-11-24T15:54:44.751+08:00[Asia/Shanghai]","0.0","95.3"
"Redistribution","Pre logging GL distribution current year","SUCCESS","2023-11-24T15:56:22.121+08:00[Asia/Shanghai]","0.0","97.23"
"Redistribution","Pre logging GL distribution prior year","SUCCESS","2023-11-24T15:58:00.036+08:00[Asia/Shanghai]","0.0","92.76"
"Redistribution","Voucher match with tolerance","ERROR","2023-11-24T15:59:33.48+08:00[Asia/Shanghai]","0.0","103.43"
"Review AP entries","Edit voucher entries delete a line","SUCCESS","2023-11-24T16:01:18.262+08:00[Asia/Shanghai]","0.0","266.15"
"Review AP entries","Create manual payment and delete unposted payment","SUCCESS","2023-11-24T16:05:45.118+08:00[Asia/Shanghai]","0.0","252.18"
"Review AP entries","Clear employee field for GL distribution and voucher entries","SUCCESS","2023-11-24T16:09:57.99+08:00[Asia/Shanghai]","0.0","146.38"
"Review AP entries","Reversal of unposted PO redistribution","SUCCESS","2023-11-24T16:12:25.087+08:00[Asia/Shanghai]","0.0","110.15"
"Review AP entries","Create voucher entry and edit","ERROR","2023-11-24T16:14:15.925+08:00[Asia/Shanghai]","0.0","168.2"
"Review AP entries","Edit AP entries","SUCCESS","2023-11-24T16:17:04.879+08:00[Asia/Shanghai]","0.0","138.42"
"Review AP entries","Review voucher AP entries","SUCCESS","2023-11-24T16:19:24.004+08:00[Asia/Shanghai]","0.0","141.75"
"Review AP entries","Search payment","SUCCESS","2023-11-24T16:21:46.5+08:00[Asia/Shanghai]","0.0","37.33"
"Review AP entries","Reversal of unposted voucher match","ERROR","2023-11-24T16:22:24.543+08:00[Asia/Shanghai]","0.0","105.16"
"Review AP entries","Check edit button for voucher entry and redistribute GL","SUCCESS","2023-11-24T16:24:10.388+08:00[Asia/Shanghai]","0.0","220.04"
"Review AP entries","Print payment form","SUCCESS","2023-11-24T16:27:51.126+08:00[Asia/Shanghai]","0.0","64.66"
"Review AP entries","Edit voucher entry line account number","SUCCESS","2023-11-24T16:28:56.479+08:00[Asia/Shanghai]","0.0","194.88"
"Review AP entries","Payment information","SUCCESS","2023-11-24T16:32:12.107+08:00[Asia/Shanghai]","0.0","74.11"
"Review AP entries","Delete voucher AP entry","SUCCESS","2023-11-24T16:33:26.9+08:00[Asia/Shanghai]","0.0","125.73"
"Review AP entries","Create voucher entry and test filter selection","SUCCESS","2023-11-24T16:35:33.35+08:00[Asia/Shanghai]","0.0","194.32"
"Review AP entries","Create voucher entry review and delete","SUCCESS","2023-11-24T16:38:48.365+08:00[Asia/Shanghai]","0.0","161.68"
"Supplier creation","View a supplier","SUCCESS","2023-11-24T16:41:36.395+08:00[Asia/Shanghai]","0.0","64.92"
"Supplier creation","Edit a supplier","SUCCESS","2023-11-24T16:42:42.008+08:00[Asia/Shanghai]","0.0","94.84"
"Supplier creation","Payment terms update","SUCCESS","2023-11-24T16:44:17.546+08:00[Asia/Shanghai]","0.0","109.19"
"Supplier creation","Search a supplier","SUCCESS","2023-11-24T16:46:07.478+08:00[Asia/Shanghai]","0.0","44.36"
"Supplier creation","Validate or deactivate a supplier","SUCCESS","2023-11-24T16:46:52.511+08:00[Asia/Shanghai]","0.0","60.94"
"Supplier creation","Supplier and supplier master creation","SUCCESS","2023-11-24T16:47:54.148+08:00[Asia/Shanghai]","0.0","77.25"
"Unbilled PO receipts","Close unbilled PO receipt","SUCCESS","2023-11-24T16:49:12.645+08:00[Asia/Shanghai]","0.0","82.61"
"Unbilled PO receipts","Matching receipt","FAILURE","2023-11-24T16:50:35.932+08:00[Asia/Shanghai]","0.0","60.99"
"Unbilled PO receipts","Unbilled PO matching receipts","FAILURE","2023-11-24T16:51:37.621+08:00[Asia/Shanghai]","0.0","40.61"
"Unbilled PO receipts","Matching receipt with DA","FAILURE","2023-11-24T16:52:18.916+08:00[Asia/Shanghai]","0.0","39.68"
"Unbilled PO receipts","Matching receipt validate","FAILURE","2023-11-24T16:52:59.285+08:00[Asia/Shanghai]","0.0","52.43"
"Unbilled PO receipts","Unbilled POCUPR simple","FAILURE","2023-11-24T16:53:52.398+08:00[Asia/Shanghai]","0.0","40.14"
"Voucher entries","Release retention full","FAILURE","2023-11-24T16:54:33.605+08:00[Asia/Shanghai]","0.0","55.15"
"Voucher entries","Voucher entry without tax rate","SUCCESS","2023-11-24T16:55:29.44+08:00[Asia/Shanghai]","0.0","130.67"
"Voucher entries","Voucher match with positive for adding a line","ERROR","2023-11-24T16:57:40.81+08:00[Asia/Shanghai]","0.0","54.93"
"Voucher entries","Voucher entry with single multiple lines","SUCCESS","2023-11-24T16:58:36.431+08:00[Asia/Shanghai]","0.0","166.29"
"Voucher entries","Checking line reference place holder","SUCCESS","2023-11-24T17:01:23.455+08:00[Asia/Shanghai]","0.0","190.04"
"Voucher entries","Search and post PV","ERROR","2023-11-24T17:04:34.213+08:00[Asia/Shanghai]","0.0","52.96"
"Voucher entries","Voucher entry delete a line","SUCCESS","2023-11-24T17:05:27.857+08:00[Asia/Shanghai]","0.0","150.47"
"Voucher entries","Voucher match with tax","ERROR","2023-11-24T17:07:59.025+08:00[Asia/Shanghai]","0.0","50.46"
"Voucher entries","Partial voucher match","ERROR","2023-11-24T17:08:50.185+08:00[Asia/Shanghai]","0.0","51.67"
"Voucher entries","Voucher match with retention","ERROR","2023-11-24T17:09:42.543+08:00[Asia/Shanghai]","0.0","45.37"
"Voucher entries","Voucher entry import CSV file","ERROR","2023-11-24T17:10:28.617+08:00[Asia/Shanghai]","0.0","103.5"
"Voucher entries","Voucher match with negative for adding a line","ERROR","2023-11-24T17:12:12.824+08:00[Asia/Shanghai]","0.0","51.45"
"Voucher entries","Partial voucher match with tax rate","ERROR","2023-11-24T17:13:04.996+08:00[Asia/Shanghai]","0.0","52.14"
"Voucher entries","Voucher entry multi docs","SUCCESS","2023-11-24T17:13:57.83+08:00[Asia/Shanghai]","0.0","287.05"
"Voucher entries","Partial voucher match with negative additional lines","ERROR","2023-11-24T17:18:45.621+08:00[Asia/Shanghai]","0.0","56.11"
"Voucher entries","Simple prepayment","SUCCESS","2023-11-24T17:19:42.427+08:00[Asia/Shanghai]","0.0","69.61"
"Voucher entries","Voucher entry proceed to payment","SUCCESS","2023-11-24T17:20:52.71+08:00[Asia/Shanghai]","0.0","186.48"
"Voucher entries","Multiple lines with same PO and different item code","ERROR","2023-11-24T17:23:59.877+08:00[Asia/Shanghai]","0.0","51.41"
"Voucher entries","Partial voucher match with retention","ERROR","2023-11-24T17:24:51.987+08:00[Asia/Shanghai]","0.0","51.0"
"Voucher entries","Multiple lines with different PO and different item code","ERROR","2023-11-24T17:25:43.684+08:00[Asia/Shanghai]","0.0","41.16"
"Voucher entries","Create voucher entry using sustainability accounts","SUCCESS","2023-11-24T17:26:25.577+08:00[Asia/Shanghai]","0.0","365.77"
"Voucher entries","Multiple lines with same PO and same item code","ERROR","2023-11-24T17:32:32.074+08:00[Asia/Shanghai]","0.0","53.2"
"Voucher entries","Voucher match with retention and tax","ERROR","2023-11-24T17:33:25.952+08:00[Asia/Shanghai]","0.0","52.95"
"Voucher entries","Multiple lines with different PO and same item code","ERROR","2023-11-24T17:34:19.577+08:00[Asia/Shanghai]","0.0","52.05"
"Voucher entries","Simple voucher match","ERROR","2023-11-24T17:35:12.309+08:00[Asia/Shanghai]","0.0","54.05"
"Voucher entries","Release retention partial","ERROR","2023-11-24T17:36:07.047+08:00[Asia/Shanghai]","0.0","122.81"
"Voucher entries","Partial matching with rounded tax amount","ERROR","2023-11-24T17:38:10.547+08:00[Asia/Shanghai]","0.0","52.62"
"Voucher entries","Voucher entry with tax rate rounded","SUCCESS","2023-11-24T17:39:03.858+08:00[Asia/Shanghai]","0.0","143.4"
"Voucher entries","Voucher matching","ERROR","2023-11-24T17:41:27.943+08:00[Asia/Shanghai]","0.0","55.18"
"Voucher entries","Voucher entry export CSV file","FAILURE","2023-11-24T17:42:23.807+08:00[Asia/Shanghai]","0.0","148.36"
"Voucher entries","Creating voucher entry","SUCCESS","2023-11-24T17:44:52.883+08:00[Asia/Shanghai]","0.0","109.21"
"Voucher entries","Release retention adding a line","SUCCESS","2023-11-24T17:46:42.78+08:00[Asia/Shanghai]","0.0","182.15"
"Voucher entries","Voucher match with rounded off tax","ERROR","2023-11-24T17:49:45.62+08:00[Asia/Shanghai]","0.0","56.05"
"Voucher entries","Voucher entry credit memo","SUCCESS","2023-11-24T17:50:42.358+08:00[Asia/Shanghai]","0.0","126.02"
"Voucher entries","Partial voucher match with positive additional lines","ERROR","2023-11-24T17:52:49.068+08:00[Asia/Shanghai]","0.0","56.52"
"Account recon","Refresh accounts","SUCCESS","2023-11-24T17:53:54.695+08:00[Asia/Shanghai]","0.0","76.1"
"Annual statistical budget","Create annual statistical entry","SUCCESS","2023-11-24T17:55:11.622+08:00[Asia/Shanghai]","0.0","49.14"
"Batch posting","Batch posting voiding process","SUCCESS","2023-11-24T17:56:01.569+08:00[Asia/Shanghai]","0.0","119.72"
"Batch posting","Batch posting general ledger entry","SUCCESS","2023-11-24T17:58:01.977+08:00[Asia/Shanghai]","0.0","112.85"
"General ledger entries","Create general ledger entry using sustainability accounts","SUCCESS","2023-11-24T17:59:55.993+08:00[Asia/Shanghai]","0.0","181.88"
"General ledger entries","Create general ledger entry","SUCCESS","2023-11-24T18:02:58.6+08:00[Asia/Shanghai]","0.0","102.88"
"Inquiry and reports","Order inquiry and update","ERROR","2023-11-24T18:04:43.666+08:00[Asia/Shanghai]","0.0","164.43"
"Internal transfer","Create internal transfer entry","SUCCESS","2023-11-24T18:07:28.933+08:00[Asia/Shanghai]","0.0","72.88"
"Monthly statistical entries","Create monthly statistical entry","SUCCESS","2023-11-24T18:08:42.617+08:00[Asia/Shanghai]","0.0","49.63"
"Salary advance","Create salary advance entry","SUCCESS","2023-11-24T18:09:33.041+08:00[Asia/Shanghai]","0.0","79.77"
"Working advance","Create working advance entry","SUCCESS","2023-11-24T18:10:53.613+08:00[Asia/Shanghai]","0.0","92.54"
