"Story","Title","Result","Date","Stability","Duration (s)"
"Employees","Search employee","SUCCESS","2023-11-22T14:32:11.739+08:00[Asia/Shanghai]","0.0","43.42"
"Manage bank account","Add a bank account","SUCCESS","2023-11-22T14:32:57.542+08:00[Asia/Shanghai]","0.0","73.23"
"Manage bank account","Edit a bank account","SUCCESS","2023-11-22T14:34:11.472+08:00[Asia/Shanghai]","0.0","69.49"
"Manage bank account","Search a bank account","SUCCESS","2023-11-22T14:35:21.651+08:00[Asia/Shanghai]","0.0","29.08"
"Manage bank account","Activate a bank account","SUCCESS","2023-11-22T14:35:51.426+08:00[Asia/Shanghai]","0.0","44.43"
"Manage bank account","Manage bank account using GVAGL bank account","SUCCESS","2023-11-22T14:36:36.541+08:00[Asia/Shanghai]","0.0","197.39"
"Payments","Manual payment partial","SUCCESS","2023-11-22T14:39:57.094+08:00[Asia/Shanghai]","0.0","196.3"
"Payments","Manual payment with negative amount","SUCCESS","2023-11-22T14:53:43.886+08:00[Asia/Shanghai]","0.0","254.13"
"Payments","Manual payment with zero payments","SUCCESS","2023-11-22T14:57:58.819+08:00[Asia/Shanghai]","0.0","377.94"
"Payments","Manual payment full","SUCCESS","2023-11-22T15:04:17.512+08:00[Asia/Shanghai]","0.0","213.47"
"Payments","Application of prepayment partial","SUCCESS","2023-11-22T15:07:51.721+08:00[Asia/Shanghai]","0.0","393.87"
"Pre registration","Pre logging and gl distribution voucher match","SUCCESS","2023-11-22T15:14:36.079+08:00[Asia/Shanghai]","0.0","143.03"
"Pre registration","Pre logging multi docs","SUCCESS","2023-11-22T15:16:59.828+08:00[Asia/Shanghai]","0.0","199.46"
"Pre registration","Pre logging","SUCCESS","2023-11-22T15:20:20.035+08:00[Asia/Shanghai]","0.0","91.59"
"Pre registration","Pre logging with tax rate rounded","SUCCESS","2023-11-22T15:21:52.364+08:00[Asia/Shanghai]","0.0","95.72"
"Pre registration","Pre logging simple","SUCCESS","2023-11-22T15:23:28.78+08:00[Asia/Shanghai]","0.0","57.16"
"Pre registration","Pre logging with tax rate","SUCCESS","2023-11-22T15:24:26.628+08:00[Asia/Shanghai]","0.0","94.96"
"Redistribution","Pre logging GL distribution current year","SUCCESS","2023-11-22T15:26:03.628+08:00[Asia/Shanghai]","0.0","95.7"
"Redistribution","Pre logging GL distribution prior year","SUCCESS","2023-11-22T15:27:40.05+08:00[Asia/Shanghai]","0.0","95.63"
"Review AP entries","Edit voucher entries delete a line","SUCCESS","2023-11-22T15:31:01.267+08:00[Asia/Shanghai]","0.0","256.7"
"Review AP entries","Create manual payment and delete unposted payment","SUCCESS","2023-11-22T15:35:18.652+08:00[Asia/Shanghai]","0.0","247.45"
"Review AP entries","Clear employee field for GL distribution and voucher entries","SUCCESS","2023-11-22T15:39:26.801+08:00[Asia/Shanghai]","0.0","142.79"
"Review AP entries","Reversal of unposted PO redistribution","SUCCESS","2023-11-22T15:41:50.303+08:00[Asia/Shanghai]","0.0","108.24"
"Review AP entries","Edit AP entries","SUCCESS","2023-11-22T15:46:16.787+08:00[Asia/Shanghai]","0.0","131.34"
"Review AP entries","Review voucher AP entries","SUCCESS","2023-11-22T15:48:28.814+08:00[Asia/Shanghai]","0.0","126.25"
