"Story","Title","Result","Date","Stability","Duration (s)"
"Employees","Search employee","ERROR","2023-11-23T14:18:16.213+08:00[Asia/Shanghai]","0.0","40.56"
"Manage bank account","Add a bank account","SUCCESS","2023-11-23T14:19:02.119+08:00[Asia/Shanghai]","0.0","88.39"
"Manage bank account","Edit a bank account","SUCCESS","2023-11-23T14:20:31.25+08:00[Asia/Shanghai]","0.0","75.39"
"Manage bank account","Search a bank account","SUCCESS","2023-11-23T14:21:47.351+08:00[Asia/Shanghai]","0.0","31.7"
"Manage bank account","Activate a bank account","SUCCESS","2023-11-23T14:22:19.743+08:00[Asia/Shanghai]","0.0","45.85"
"Manage bank account","Manage bank account using GVAGL bank account","SUCCESS","2023-11-23T14:23:06.308+08:00[Asia/Shanghai]","0.0","199.91"
"Payments","Manual payment partial","SUCCESS","2023-11-23T14:26:29.141+08:00[Asia/Shanghai]","0.0","189.13"
"Payments","Manual payment with multiple documents","ERROR","2023-11-23T14:29:39.031+08:00[Asia/Shanghai]","0.0","243.24"
"Payments","Application of prepayment full","FAILURE","2023-11-23T14:33:42.962+08:00[Asia/Shanghai]","0.0","362.94"
"Payments","Manual payment with negative amount","SUCCESS","2023-11-23T14:39:46.616+08:00[Asia/Shanghai]","0.0","250.63"
"Payments","Manual payment with zero payments","SUCCESS","2023-11-23T14:43:58.037+08:00[Asia/Shanghai]","0.0","370.17"
"Payments","Manual payment full","SUCCESS","2023-11-23T14:50:08.907+08:00[Asia/Shanghai]","0.0","209.65"
"Payments","Application of prepayment partial","SUCCESS","2023-11-23T14:53:39.279+08:00[Asia/Shanghai]","0.0","377.67"
"Pre registration","Pre logging and gl distribution voucher match","SUCCESS","2023-11-23T15:00:03.38+08:00[Asia/Shanghai]","0.0","157.71"
"Pre registration","Pre logging multi docs","SUCCESS","2023-11-23T15:02:41.799+08:00[Asia/Shanghai]","0.0","187.49"
"Pre registration","Pre logging","SUCCESS","2023-11-23T15:05:49.996+08:00[Asia/Shanghai]","0.0","90.81"
"Pre registration","Pre logging with tax rate rounded","SUCCESS","2023-11-23T15:07:21.493+08:00[Asia/Shanghai]","0.0","95.79"
"Pre registration","Pre logging simple","SUCCESS","2023-11-23T15:08:57.976+08:00[Asia/Shanghai]","0.0","57.71"
"Pre registration","Pre logging with tax rate","SUCCESS","2023-11-23T15:09:56.373+08:00[Asia/Shanghai]","0.0","98.59"
"Redistribution","Pre logging GL distribution current year","SUCCESS","2023-11-23T15:11:37.02+08:00[Asia/Shanghai]","0.0","100.75"
"Redistribution","Pre logging GL distribution prior year","SUCCESS","2023-11-23T15:13:18.493+08:00[Asia/Shanghai]","0.0","103.2"
"Redistribution","Voucher match with tolerance","ERROR","2023-11-23T15:15:02.386+08:00[Asia/Shanghai]","0.0","100.63"
"Review AP entries","Edit voucher entries delete a line","SUCCESS","2023-11-23T15:16:44.339+08:00[Asia/Shanghai]","0.0","275.98"
"Review AP entries","Create manual payment and delete unposted payment","SUCCESS","2023-11-23T15:21:21.01+08:00[Asia/Shanghai]","0.0","230.61"
"Review AP entries","Clear employee field for GL distribution and voucher entries","SUCCESS","2023-11-23T15:25:12.305+08:00[Asia/Shanghai]","0.0","142.51"
"Review AP entries","Reversal of unposted PO redistribution","SUCCESS","2023-11-23T15:27:35.508+08:00[Asia/Shanghai]","0.0","128.76"
"Review AP entries","Create voucher entry and edit","ERROR","2023-11-23T15:29:44.963+08:00[Asia/Shanghai]","0.0","157.83"
"Review AP entries","Edit AP entries","SUCCESS","2023-11-23T15:32:23.496+08:00[Asia/Shanghai]","0.0","131.08"
"Review AP entries","Review voucher AP entries","SUCCESS","2023-11-23T15:34:35.275+08:00[Asia/Shanghai]","0.0","116.43"
"Review AP entries","Search payment","SUCCESS","2023-11-23T15:36:32.4+08:00[Asia/Shanghai]","0.0","35.26"
"Review AP entries","Reversal of unposted voucher match","ERROR","2023-11-23T15:37:08.351+08:00[Asia/Shanghai]","0.0","97.67"
"Review AP entries","Check edit button for voucher entry and redistribute GL","SUCCESS","2023-11-23T15:38:46.704+08:00[Asia/Shanghai]","0.0","217.39"
"Review AP entries","Print payment form","SUCCESS","2023-11-23T15:42:24.82+08:00[Asia/Shanghai]","0.0","66.31"
"Review AP entries","Edit voucher entry line account number","ERROR","2023-11-23T15:43:31.82+08:00[Asia/Shanghai]","0.0","43.37"
"Review AP entries","Payment information","SUCCESS","2023-11-23T15:44:15.914+08:00[Asia/Shanghai]","0.0","75.74"
"Review AP entries","Delete voucher AP entry","SUCCESS","2023-11-23T15:45:32.339+08:00[Asia/Shanghai]","0.0","126.05"
"Review AP entries","Create voucher entry and test filter selection","SUCCESS","2023-11-23T15:47:39.092+08:00[Asia/Shanghai]","0.0","201.63"
"Review AP entries","Create voucher entry review and delete","SUCCESS","2023-11-23T15:51:01.404+08:00[Asia/Shanghai]","0.0","152.66"
"Supplier creation","View a supplier","SUCCESS","2023-11-23T15:53:39.834+08:00[Asia/Shanghai]","0.0","57.09"
"Supplier creation","Edit a supplier","SUCCESS","2023-11-23T15:54:37.618+08:00[Asia/Shanghai]","0.0","98.94"
"Supplier creation","Payment terms update","SUCCESS","2023-11-23T15:56:17.247+08:00[Asia/Shanghai]","0.0","104.42"
"Supplier creation","Search a supplier","SUCCESS","2023-11-23T15:58:02.407+08:00[Asia/Shanghai]","0.0","44.42"
"Supplier creation","Validate or deactivate a supplier","SUCCESS","2023-11-23T15:58:47.507+08:00[Asia/Shanghai]","0.0","58.03"
"Supplier creation","Supplier and supplier master creation","SUCCESS","2023-11-23T15:59:46.218+08:00[Asia/Shanghai]","0.0","76.55"
"Unbilled PO receipts","Close unbilled PO receipt","SUCCESS","2023-11-23T16:01:04.056+08:00[Asia/Shanghai]","0.0","88.12"
"Unbilled PO receipts","Matching receipt","FAILURE","2023-11-23T16:02:32.862+08:00[Asia/Shanghai]","0.0","39.35"
"Unbilled PO receipts","Unbilled PO matching receipts","FAILURE","2023-11-23T16:03:12.934+08:00[Asia/Shanghai]","0.0","49.65"
"Unbilled PO receipts","Matching receipt with DA","FAILURE","2023-11-23T16:04:03.279+08:00[Asia/Shanghai]","0.0","57.79"
"Unbilled PO receipts","Matching receipt validate","FAILURE","2023-11-23T16:05:01.776+08:00[Asia/Shanghai]","0.0","55.28"
"Unbilled PO receipts","Unbilled POCUPR simple","FAILURE","2023-11-23T16:05:57.747+08:00[Asia/Shanghai]","0.0","45.09"
"Voucher entries","Release retention full","FAILURE","2023-11-23T16:06:43.925+08:00[Asia/Shanghai]","0.0","47.45"
"Voucher entries","Voucher entry without tax rate","SUCCESS","2023-11-23T16:07:32.062+08:00[Asia/Shanghai]","0.0","129.14"
"Voucher entries","Voucher match with positive for adding a line","ERROR","2023-11-23T16:09:41.898+08:00[Asia/Shanghai]","0.0","52.14"
"Voucher entries","Voucher entry with single multiple lines","SUCCESS","2023-11-23T16:10:34.736+08:00[Asia/Shanghai]","0.0","171.92"
"Voucher entries","Checking line reference place holder","SUCCESS","2023-11-23T16:13:27.386+08:00[Asia/Shanghai]","0.0","208.63"
"Voucher entries","Search and post PV","ERROR","2023-11-23T16:16:56.711+08:00[Asia/Shanghai]","0.0","52.25"
"Voucher entries","Voucher entry delete a line","SUCCESS","2023-11-23T16:17:49.646+08:00[Asia/Shanghai]","0.0","155.09"
"Voucher entries","Voucher match with tax","ERROR","2023-11-23T16:20:25.422+08:00[Asia/Shanghai]","0.0","40.52"
"Voucher entries","Partial voucher match","ERROR","2023-11-23T16:21:06.642+08:00[Asia/Shanghai]","0.0","70.74"
"Voucher entries","Voucher match with retention","ERROR","2023-11-23T16:22:18.069+08:00[Asia/Shanghai]","0.0","50.03"
"Voucher entries","Voucher entry import CSV file","ERROR","2023-11-23T16:23:08.791+08:00[Asia/Shanghai]","0.0","98.86"
