"Story","Title","Result","Date","Stability","Duration (s)"
"Payments","Manual payment with multiple documents","ERROR","2023-11-17T21:30:54.942+08:00[Asia/Shanghai]","0.0","252.7"
"Redistribution","Voucher match with tolerance","ERROR","2023-11-17T22:16:19.333+08:00[Asia/Shanghai]","0.0","108.89"
"Review AP entries","Edit voucher entries delete a line","ERROR","2023-11-17T22:18:09.549+08:00[Asia/Shanghai]","0.0","157.65"
"Review AP entries","Create voucher entry and edit","ERROR","2023-11-17T22:29:42.902+08:00[Asia/Shanghai]","0.0","168.59"
"Review AP entries","Reversal of unposted voucher match","ERROR","2023-11-17T22:37:25.985+08:00[Asia/Shanghai]","0.0","99.83"
"Voucher entries","Voucher match with positive for adding a line","ERROR","2023-11-17T23:13:27.039+08:00[Asia/Shanghai]","0.0","51.96"
"Voucher entries","Search and post PV","ERROR","2023-11-17T23:20:31.45+08:00[Asia/Shanghai]","0.0","63.88"
"Voucher entries","Voucher match with tax","ERROR","2023-11-17T23:24:10.966+08:00[Asia/Shanghai]","0.0","49.85"
"Voucher entries","Partial voucher match","ERROR","2023-11-17T23:25:01.506+08:00[Asia/Shanghai]","0.0","52.07"
"Voucher entries","Voucher match with retention","ERROR","2023-11-17T23:25:54.272+08:00[Asia/Shanghai]","0.0","50.81"
"Voucher entries","Voucher entry import CSV file","ERROR","2023-11-17T23:26:45.769+08:00[Asia/Shanghai]","0.0","99.58"
"Voucher entries","Voucher match with negative for adding a line","ERROR","2023-11-17T23:28:26.043+08:00[Asia/Shanghai]","0.0","52.94"
"Voucher entries","Partial voucher match with tax rate","ERROR","2023-11-17T23:29:19.665+08:00[Asia/Shanghai]","0.0","51.14"
"Voucher entries","Partial voucher match with negative additional lines","ERROR","2023-11-17T23:34:51.443+08:00[Asia/Shanghai]","0.0","50.97"
"Voucher entries","Multiple lines with same PO and different item code","ERROR","2023-11-17T23:40:02.016+08:00[Asia/Shanghai]","0.0","52.53"
"Voucher entries","Partial voucher match with retention","ERROR","2023-11-17T23:40:55.234+08:00[Asia/Shanghai]","0.0","50.95"
"Voucher entries","Multiple lines with different PO and different item code","ERROR","2023-11-17T23:41:46.881+08:00[Asia/Shanghai]","0.0","51.29"
"Voucher entries","Multiple lines with same PO and same item code","ERROR","2023-11-17T23:48:41.225+08:00[Asia/Shanghai]","0.0","53.19"
"Voucher entries","Voucher match with retention and tax","ERROR","2023-11-17T23:49:35.121+08:00[Asia/Shanghai]","0.0","53.06"
"Voucher entries","Multiple lines with different PO and same item code","ERROR","2023-11-17T23:50:28.867+08:00[Asia/Shanghai]","0.0","51.0"
"Voucher entries","Simple voucher match","ERROR","2023-11-17T23:51:20.585+08:00[Asia/Shanghai]","0.0","50.51"
"Voucher entries","Partial matching with rounded tax amount","ERROR","2023-11-17T23:54:27.81+08:00[Asia/Shanghai]","0.0","49.83"
"Voucher entries","Voucher matching","ERROR","2023-11-17T23:57:42.123+08:00[Asia/Shanghai]","0.0","54.73"
"Voucher entries","Voucher match with rounded off tax","ERROR","2023-11-18T00:06:24.558+08:00[Asia/Shanghai]","0.0","50.73"
"Voucher entries","Partial voucher match with positive additional lines","ERROR","2023-11-18T00:09:23.678+08:00[Asia/Shanghai]","0.0","46.36"
