"Story","Title","Result","Date","Stability","Duration (s)"
"Manage bank account","Add a bank account","SUCCESS","2023-11-17T21:20:25.297+08:00[Asia/Shanghai]","0.0","91.0"
"Manage bank account","Edit a bank account","SUCCESS","2023-11-17T21:21:57.02+08:00[Asia/Shanghai]","0.0","66.55"
"Manage bank account","Search a bank account","SUCCESS","2023-11-17T21:23:04.256+08:00[Asia/Shanghai]","0.0","29.94"
"Manage bank account","Activate a bank account","SUCCESS","2023-11-17T21:23:34.895+08:00[Asia/Shanghai]","0.0","45.85"
"Manage bank account","Manage bank account using GVAGL bank account","SUCCESS","2023-11-17T21:24:21.454+08:00[Asia/Shanghai]","0.0","192.53"
"Payments","Manual payment partial","SUCCESS","2023-11-17T21:27:36.98+08:00[Asia/Shanghai]","0.0","197.19"
"Payments","Manual payment with negative amount","SUCCESS","2023-11-17T21:41:10.918+08:00[Asia/Shanghai]","0.0","249.86"
"Payments","Manual payment with zero payments","SUCCESS","2023-11-17T21:45:21.536+08:00[Asia/Shanghai]","0.0","375.15"
"Payments","Manual payment full","SUCCESS","2023-11-17T21:51:37.385+08:00[Asia/Shanghai]","0.0","215.83"
"Payments","Application of prepayment partial","SUCCESS","2023-11-17T21:55:13.931+08:00[Asia/Shanghai]","0.0","390.69"
"Pre registration","Pre logging and gl distribution voucher match","SUCCESS","2023-11-17T22:01:50.861+08:00[Asia/Shanghai]","0.0","133.63"
"Pre registration","Pre logging multi docs","SUCCESS","2023-11-17T22:04:05.181+08:00[Asia/Shanghai]","0.0","188.97"
"Pre registration","Pre logging","SUCCESS","2023-11-17T22:07:14.864+08:00[Asia/Shanghai]","0.0","92.95"
"Pre registration","Pre logging with tax rate rounded","SUCCESS","2023-11-17T22:08:48.517+08:00[Asia/Shanghai]","0.0","98.69"
"Pre registration","Pre logging simple","SUCCESS","2023-11-17T22:10:27.889+08:00[Asia/Shanghai]","0.0","59.27"
"Pre registration","Pre logging with tax rate","SUCCESS","2023-11-17T22:11:27.852+08:00[Asia/Shanghai]","0.0","94.9"
"Redistribution","Pre logging GL distribution current year","SUCCESS","2023-11-17T22:13:04.754+08:00[Asia/Shanghai]","0.0","98.92"
"Redistribution","Pre logging GL distribution prior year","SUCCESS","2023-11-17T22:14:44.375+08:00[Asia/Shanghai]","0.0","94.27"
"Review AP entries","Create manual payment and delete unposted payment","SUCCESS","2023-11-17T22:20:47.874+08:00[Asia/Shanghai]","0.0","261.74"
"Review AP entries","Clear employee field for GL distribution and voucher entries","SUCCESS","2023-11-17T22:25:10.324+08:00[Asia/Shanghai]","0.0","158.91"
"Review AP entries","Reversal of unposted PO redistribution","SUCCESS","2023-11-17T22:27:49.94+08:00[Asia/Shanghai]","0.0","112.27"
"Review AP entries","Edit AP entries","SUCCESS","2023-11-17T22:32:32.236+08:00[Asia/Shanghai]","0.0","131.89"
"Review AP entries","Review voucher AP entries","SUCCESS","2023-11-17T22:34:44.824+08:00[Asia/Shanghai]","0.0","125.15"
"Review AP entries","Search payment","SUCCESS","2023-11-17T22:36:50.701+08:00[Asia/Shanghai]","0.0","34.58"
"Review AP entries","Check edit button for voucher entry and redistribute GL","SUCCESS","2023-11-17T22:39:06.497+08:00[Asia/Shanghai]","0.0","211.32"
"Review AP entries","Print payment form","SUCCESS","2023-11-17T22:42:38.516+08:00[Asia/Shanghai]","0.0","68.04"
"Review AP entries","Edit voucher entry line account number","SUCCESS","2023-11-17T22:43:47.245+08:00[Asia/Shanghai]","0.0","204.87"
"Review AP entries","Payment information","SUCCESS","2023-11-17T22:47:12.854+08:00[Asia/Shanghai]","0.0","72.66"
"Review AP entries","Delete voucher AP entry","SUCCESS","2023-11-17T22:48:26.212+08:00[Asia/Shanghai]","0.0","130.78"
"Review AP entries","Create voucher entry and test filter selection","SUCCESS","2023-11-17T22:50:37.694+08:00[Asia/Shanghai]","0.0","204.91"
"Review AP entries","Create voucher entry review and delete","SUCCESS","2023-11-17T22:54:03.299+08:00[Asia/Shanghai]","0.0","162.99"
"Supplier creation","View a supplier","SUCCESS","2023-11-17T22:56:51.079+08:00[Asia/Shanghai]","0.0","57.69"
"Supplier creation","Edit a supplier","SUCCESS","2023-11-17T22:57:49.454+08:00[Asia/Shanghai]","0.0","95.54"
"Supplier creation","Payment terms update","SUCCESS","2023-11-17T22:59:25.674+08:00[Asia/Shanghai]","0.0","101.47"
"Supplier creation","Search a supplier","SUCCESS","2023-11-17T23:01:07.887+08:00[Asia/Shanghai]","0.0","41.94"
"Supplier creation","Validate or deactivate a supplier","SUCCESS","2023-11-17T23:01:50.532+08:00[Asia/Shanghai]","0.0","59.58"
"Supplier creation","Supplier and supplier master creation","SUCCESS","2023-11-17T23:02:50.823+08:00[Asia/Shanghai]","0.0","72.9"
"Unbilled PO receipts","Close unbilled PO receipt","SUCCESS","2023-11-17T23:04:04.946+08:00[Asia/Shanghai]","0.0","86.01"
"Unbilled PO receipts","Matching receipt validate","SUCCESS","2023-11-17T23:08:14.439+08:00[Asia/Shanghai]","0.0","59.13"
"Unbilled PO receipts","Unbilled POCUPR simple","SUCCESS","2023-11-17T23:09:14.268+08:00[Asia/Shanghai]","0.0","73.18"
"Voucher entries","Voucher entry without tax rate","SUCCESS","2023-11-17T23:11:14.426+08:00[Asia/Shanghai]","0.0","131.9"
"Voucher entries","Voucher entry with single multiple lines","SUCCESS","2023-11-17T23:14:19.685+08:00[Asia/Shanghai]","0.0","172.65"
"Voucher entries","Checking line reference place holder","SUCCESS","2023-11-17T23:17:13.072+08:00[Asia/Shanghai]","0.0","197.67"
"Voucher entries","Voucher entry delete a line","SUCCESS","2023-11-17T23:21:36.014+08:00[Asia/Shanghai]","0.0","154.25"
"Voucher entries","Voucher entry multi docs","SUCCESS","2023-11-17T23:30:11.543+08:00[Asia/Shanghai]","0.0","279.18"
"Voucher entries","Simple prepayment","SUCCESS","2023-11-17T23:35:43.092+08:00[Asia/Shanghai]","0.0","67.79"
"Voucher entries","Voucher entry proceed to payment","SUCCESS","2023-11-17T23:36:51.583+08:00[Asia/Shanghai]","0.0","189.74"
"Voucher entries","Create voucher entry using sustainability accounts","SUCCESS","2023-11-17T23:42:38.867+08:00[Asia/Shanghai]","0.0","361.62"
"Voucher entries","Release retention partial","SUCCESS","2023-11-17T23:52:11.789+08:00[Asia/Shanghai]","0.0","135.31"
"Voucher entries","Voucher entry with tax rate rounded","SUCCESS","2023-11-17T23:55:18.325+08:00[Asia/Shanghai]","0.0","143.11"
"Voucher entries","Creating voucher entry","SUCCESS","2023-11-18T00:01:31.223+08:00[Asia/Shanghai]","0.0","113.45"
"Voucher entries","Release retention adding a line","SUCCESS","2023-11-18T00:03:25.353+08:00[Asia/Shanghai]","0.0","178.51"
"Voucher entries","Voucher entry credit memo","SUCCESS","2023-11-18T00:07:15.982+08:00[Asia/Shanghai]","0.0","126.97"
