"Story","Title","Result","Date","Stability","Duration (s)"
"Employees","Search employee","SUCCESS","2023-11-21T09:39:27.861+08:00[Asia/Shanghai]","0.0","48.71"
"Manage bank account","Add a bank account","SUCCESS","2023-11-21T09:40:20.056+08:00[Asia/Shanghai]","0.0","70.14"
"Manage bank account","Edit a bank account","SUCCESS","2023-11-21T09:41:30.984+08:00[Asia/Shanghai]","0.0","69.61"
"Manage bank account","Search a bank account","SUCCESS","2023-11-21T09:42:41.312+08:00[Asia/Shanghai]","0.0","28.37"
"Manage bank account","Activate a bank account","SUCCESS","2023-11-21T09:43:10.385+08:00[Asia/Shanghai]","0.0","43.05"
"Manage bank account","Manage bank account using GVAGL bank account","SUCCESS","2023-11-21T09:43:54.142+08:00[Asia/Shanghai]","0.0","187.26"
"Payments","Manual payment partial","SUCCESS","2023-11-21T09:47:04.497+08:00[Asia/Shanghai]","0.0","211.62"
"Payments","Manual payment with multiple documents","ERROR","2023-11-21T09:50:36.872+08:00[Asia/Shanghai]","0.0","247.1"
"Payments","Application of prepayment full","FAILURE","2023-11-21T09:54:44.854+08:00[Asia/Shanghai]","0.0","360.38"
"Payments","Manual payment with negative amount","SUCCESS","2023-11-21T10:00:46.019+08:00[Asia/Shanghai]","0.0","246.94"
"Payments","Manual payment with zero payments","SUCCESS","2023-11-21T10:04:53.657+08:00[Asia/Shanghai]","0.0","363.81"
"Payments","Manual payment full","SUCCESS","2023-11-21T10:10:58.225+08:00[Asia/Shanghai]","0.0","208.34"
"Payments","Application of prepayment partial","SUCCESS","2023-11-21T10:14:27.25+08:00[Asia/Shanghai]","0.0","393.67"
"Pre registration","Pre logging and gl distribution voucher match","SUCCESS","2023-11-21T10:21:07.19+08:00[Asia/Shanghai]","0.0","133.69"
"Pre registration","Pre logging multi docs","SUCCESS","2023-11-21T10:23:21.649+08:00[Asia/Shanghai]","0.0","186.03"
"Pre registration","Pre logging","SUCCESS","2023-11-21T10:26:28.396+08:00[Asia/Shanghai]","0.0","88.81"
"Pre registration","Pre logging with tax rate rounded","SUCCESS","2023-11-21T10:27:57.89+08:00[Asia/Shanghai]","0.0","96.4"
"Pre registration","Pre logging simple","SUCCESS","2023-11-21T10:29:34.981+08:00[Asia/Shanghai]","0.0","56.78"
"Pre registration","Pre logging with tax rate","SUCCESS","2023-11-21T10:30:32.46+08:00[Asia/Shanghai]","0.0","93.57"
"Redistribution","Pre logging GL distribution current year","SUCCESS","2023-11-21T10:32:08.11+08:00[Asia/Shanghai]","0.0","96.22"
"Redistribution","Pre logging GL distribution prior year","SUCCESS","2023-11-21T10:33:45.017+08:00[Asia/Shanghai]","0.0","95.67"
"Redistribution","Voucher match with tolerance","ERROR","2023-11-21T10:35:21.395+08:00[Asia/Shanghai]","0.0","96.11"
"Review AP entries","Edit voucher entries delete a line","SUCCESS","2023-11-21T10:36:58.858+08:00[Asia/Shanghai]","0.0","263.67"
"Review AP entries","Create manual payment and delete unposted payment","SUCCESS","2023-11-21T10:41:23.279+08:00[Asia/Shanghai]","0.0","240.47"
"Review AP entries","Clear employee field for GL distribution and voucher entries","SUCCESS","2023-11-21T10:45:24.445+08:00[Asia/Shanghai]","0.0","143.33"
