"Story","Title","Result","Date","Stability","Duration (s)"
"Manage bank account","Add a bank account","ERROR","2023-11-15T17:01:35.257+08:00[Asia/Shanghai]","0.0","73.34"
"Payments","Manual payment partial","FAILURE","2023-11-15T17:08:52.958+08:00[Asia/Shanghai]","0.0","77.98"
"Payments","Manual payment with multiple documents","FAILURE","2023-11-15T17:10:11.663+08:00[Asia/Shanghai]","0.0","71.83"
"Payments","Application of prepayment full","FAILURE","2023-11-15T17:11:24.229+08:00[Asia/Shanghai]","0.0","56.43"
"Payments","Manual payment with negative amount","FAILURE","2023-11-15T17:12:21.391+08:00[Asia/Shanghai]","0.0","72.6"
"Payments","Manual payment with zero payments","FAILURE","2023-11-15T17:13:34.739+08:00[Asia/Shanghai]","0.0","74.19"
"Payments","Manual payment full","FAILURE","2023-11-15T17:14:49.704+08:00[Asia/Shanghai]","0.0","59.84"
"Payments","Application of prepayment partial","FAILURE","2023-11-15T17:15:50.267+08:00[Asia/Shanghai]","0.0","70.2"
"Pre registration","Pre logging and gl distribution voucher match","FAILURE","2023-11-15T17:17:02.453+08:00[Asia/Shanghai]","0.0","75.12"
"Pre registration","Pre logging multi docs","FAILURE","2023-11-15T17:18:18.339+08:00[Asia/Shanghai]","0.0","70.83"
"Pre registration","Pre logging","FAILURE","2023-11-15T17:19:29.885+08:00[Asia/Shanghai]","0.0","77.49"
"Pre registration","Pre logging with tax rate rounded","FAILURE","2023-11-15T17:20:48.135+08:00[Asia/Shanghai]","0.0","73.57"
"Pre registration","Pre logging simple","FAILURE","2023-11-15T17:22:02.463+08:00[Asia/Shanghai]","0.0","75.66"
"Pre registration","Pre logging with tax rate","FAILURE","2023-11-15T17:23:18.828+08:00[Asia/Shanghai]","0.0","64.96"
"Redistribution","Pre logging GL distribution current year","ERROR","2023-11-15T17:24:25.249+08:00[Asia/Shanghai]","0.0","41.56"
"Redistribution","Pre logging GL distribution prior year","ERROR","2023-11-15T17:25:07.588+08:00[Asia/Shanghai]","0.0","41.34"
"Redistribution","Voucher match with tolerance","FAILURE","2023-11-15T17:25:49.687+08:00[Asia/Shanghai]","0.0","68.35"
"Review AP entries","Edit voucher entries delete a line","FAILURE","2023-11-15T17:26:59.094+08:00[Asia/Shanghai]","0.0","73.04"
"Review AP entries","Create manual payment and delete unposted payment","FAILURE","2023-11-15T17:28:12.855+08:00[Asia/Shanghai]","0.0","75.86"
"Review AP entries","Clear employee field for GL distribution and voucher entries","FAILURE","2023-11-15T17:29:29.493+08:00[Asia/Shanghai]","0.0","72.05"
"Review AP entries","Reversal of unposted PO redistribution","FAILURE","2023-11-15T17:30:42.273+08:00[Asia/Shanghai]","0.0","69.13"
"Review AP entries","Create voucher entry and edit","FAILURE","2023-11-15T17:31:52.13+08:00[Asia/Shanghai]","0.0","70.1"
"Review AP entries","Edit AP entries","FAILURE","2023-11-15T17:33:02.96+08:00[Asia/Shanghai]","0.0","75.53"
"Review AP entries","Review voucher AP entries","FAILURE","2023-11-15T17:34:19.247+08:00[Asia/Shanghai]","0.0","68.62"
"Review AP entries","Reversal of unposted voucher match","FAILURE","2023-11-15T17:36:04.974+08:00[Asia/Shanghai]","0.0","92.88"
"Review AP entries","Check edit button for voucher entry and redistribute GL","FAILURE","2023-11-15T17:37:38.577+08:00[Asia/Shanghai]","0.0","69.6"
"Review AP entries","Print payment form","ERROR","2023-11-15T17:38:48.904+08:00[Asia/Shanghai]","0.0","60.05"
"Review AP entries","Edit voucher entry line account number","FAILURE","2023-11-15T17:39:49.679+08:00[Asia/Shanghai]","0.0","68.5"
"Review AP entries","Delete voucher AP entry","FAILURE","2023-11-15T17:42:12.349+08:00[Asia/Shanghai]","0.0","71.18"
"Review AP entries","Create voucher entry and test filter selection","FAILURE","2023-11-15T17:43:24.267+08:00[Asia/Shanghai]","0.0","68.2"
"Review AP entries","Create voucher entry review and delete","ERROR","2023-11-15T17:44:33.218+08:00[Asia/Shanghai]","0.0","147.83"
"Supplier creation","Edit a supplier","ERROR","2023-11-15T17:48:03.091+08:00[Asia/Shanghai]","0.0","85.46"
"Supplier creation","Supplier and supplier master creation","ERROR","2023-11-15T17:53:09.237+08:00[Asia/Shanghai]","0.0","69.41"
"Unbilled PO receipts","Close unbilled PO receipt","FAILURE","2023-11-15T17:54:20.149+08:00[Asia/Shanghai]","0.0","43.22"
"Unbilled PO receipts","Matching receipt","FAILURE","2023-11-15T17:55:04.147+08:00[Asia/Shanghai]","0.0","51.69"
"Unbilled PO receipts","Unbilled PO matching receipts","FAILURE","2023-11-15T17:55:56.654+08:00[Asia/Shanghai]","0.0","84.19"
"Unbilled PO receipts","Matching receipt with DA","FAILURE","2023-11-15T17:57:21.641+08:00[Asia/Shanghai]","0.0","76.26"
"Unbilled PO receipts","Matching receipt validate","FAILURE","2023-11-15T17:58:38.622+08:00[Asia/Shanghai]","0.0","80.74"
"Unbilled PO receipts","Unbilled POCUPR simple","FAILURE","2023-11-15T18:00:00.1+08:00[Asia/Shanghai]","0.0","46.41"
"Voucher entries","Release retention full","FAILURE","2023-11-15T18:00:47.652+08:00[Asia/Shanghai]","0.0","51.17"
"Voucher entries","Voucher entry without tax rate","FAILURE","2023-11-15T18:01:39.577+08:00[Asia/Shanghai]","0.0","71.51"
"Voucher entries","Voucher match with positive for adding a line","ERROR","2023-11-15T18:02:51.826+08:00[Asia/Shanghai]","0.0","55.53"
"Voucher entries","Voucher entry with single multiple lines","FAILURE","2023-11-15T18:03:48.095+08:00[Asia/Shanghai]","0.0","66.44"
"Voucher entries","Checking line reference place holder","FAILURE","2023-11-15T18:04:55.281+08:00[Asia/Shanghai]","0.0","71.88"
"Voucher entries","Search and post PV","ERROR","2023-11-15T18:06:07.897+08:00[Asia/Shanghai]","0.0","52.19"
"Voucher entries","Voucher entry delete a line","FAILURE","2023-11-15T18:07:00.825+08:00[Asia/Shanghai]","0.0","69.93"
"Voucher entries","Voucher match with tax","ERROR","2023-11-15T18:08:11.515+08:00[Asia/Shanghai]","0.0","54.84"
"Voucher entries","Partial voucher match","ERROR","2023-11-15T18:09:07.121+08:00[Asia/Shanghai]","0.0","52.88"
"Voucher entries","Voucher match with retention","ERROR","2023-11-15T18:10:00.774+08:00[Asia/Shanghai]","0.0","55.23"
