"Story","Title","Result","Date","Stability","Duration (s)"
"Manage bank account","Add a bank account","ERROR","2023-11-15T17:01:35.257+08:00[Asia/Shanghai]","0.0","73.34"
"Redistribution","Pre logging GL distribution current year","ERROR","2023-11-15T17:24:25.249+08:00[Asia/Shanghai]","0.0","41.56"
"Redistribution","Pre logging GL distribution prior year","ERROR","2023-11-15T17:25:07.588+08:00[Asia/Shanghai]","0.0","41.34"
"Review AP entries","Print payment form","ERROR","2023-11-15T17:38:48.904+08:00[Asia/Shanghai]","0.0","60.05"
"Review AP entries","Create voucher entry review and delete","ERROR","2023-11-15T17:44:33.218+08:00[Asia/Shanghai]","0.0","147.83"
"Supplier creation","Edit a supplier","ERROR","2023-11-15T17:48:03.091+08:00[Asia/Shanghai]","0.0","85.46"
"Supplier creation","Supplier and supplier master creation","ERROR","2023-11-15T17:53:09.237+08:00[Asia/Shanghai]","0.0","69.41"
"Voucher entries","Voucher match with positive for adding a line","ERROR","2023-11-15T18:02:51.826+08:00[Asia/Shanghai]","0.0","55.53"
"Voucher entries","Search and post PV","ERROR","2023-11-15T18:06:07.897+08:00[Asia/Shanghai]","0.0","52.19"
"Voucher entries","Voucher match with tax","ERROR","2023-11-15T18:08:11.515+08:00[Asia/Shanghai]","0.0","54.84"
"Voucher entries","Partial voucher match","ERROR","2023-11-15T18:09:07.121+08:00[Asia/Shanghai]","0.0","52.88"
"Voucher entries","Voucher match with retention","ERROR","2023-11-15T18:10:00.774+08:00[Asia/Shanghai]","0.0","55.23"
"Voucher entries","Voucher match with negative for adding a line","ERROR","2023-11-15T18:12:06.405+08:00[Asia/Shanghai]","0.0","55.94"
"Voucher entries","Partial voucher match with tax rate","ERROR","2023-11-15T18:13:03.089+08:00[Asia/Shanghai]","0.0","52.63"
"Voucher entries","Partial voucher match with negative additional lines","ERROR","2023-11-15T18:15:15.78+08:00[Asia/Shanghai]","0.0","57.31"
"Voucher entries","Multiple lines with same PO and different item code","ERROR","2023-11-15T18:18:30.358+08:00[Asia/Shanghai]","0.0","53.67"
"Voucher entries","Partial voucher match with retention","ERROR","2023-11-15T18:19:24.776+08:00[Asia/Shanghai]","0.0","47.12"
"Voucher entries","Multiple lines with different PO and different item code","ERROR","2023-11-15T18:20:12.654+08:00[Asia/Shanghai]","0.0","52.57"
"Voucher entries","Multiple lines with same PO and same item code","ERROR","2023-11-15T18:22:19.578+08:00[Asia/Shanghai]","0.0","52.11"
"Voucher entries","Voucher match with retention and tax","ERROR","2023-11-15T18:23:12.42+08:00[Asia/Shanghai]","0.0","56.75"
"Voucher entries","Multiple lines with different PO and same item code","ERROR","2023-11-15T18:24:09.901+08:00[Asia/Shanghai]","0.0","48.63"
"Voucher entries","Simple voucher match","ERROR","2023-11-15T18:24:59.277+08:00[Asia/Shanghai]","0.0","51.31"
"Voucher entries","Partial matching with rounded tax amount","ERROR","2023-11-15T18:26:45.477+08:00[Asia/Shanghai]","0.0","47.09"
"Voucher entries","Voucher matching","ERROR","2023-11-15T18:28:51.758+08:00[Asia/Shanghai]","0.0","52.32"
"Voucher entries","Creating voucher entry","ERROR","2023-11-15T18:30:45.672+08:00[Asia/Shanghai]","0.0","3.15"
"Voucher entries","Voucher match with rounded off tax","ERROR","2023-11-15T18:31:49.963+08:00[Asia/Shanghai]","0.0","46.38"
"Voucher entries","Partial voucher match with positive additional lines","ERROR","2023-11-15T18:33:50.928+08:00[Asia/Shanghai]","0.0","52.4"
