"Story","Title","Result","Date","Stability","Duration (s)"
"Employees","Search employee","SUCCESS","2023-11-15T17:00:38.329+08:00[Asia/Shanghai]","0.0","46.5"
"Manage bank account","Edit a bank account","SUCCESS","2023-11-15T17:02:49.436+08:00[Asia/Shanghai]","0.0","76.1"
"Manage bank account","Search a bank account","SUCCESS","2023-11-15T17:04:06.335+08:00[Asia/Shanghai]","0.0","32.32"
"Manage bank account","Activate a bank account","SUCCESS","2023-11-15T17:04:39.384+08:00[Asia/Shanghai]","0.0","49.02"
"Manage bank account","Manage bank account using GVAGL bank account","SUCCESS","2023-11-15T17:05:29.179+08:00[Asia/Shanghai]","0.0","199.28"
"Review AP entries","Search payment","SUCCESS","2023-11-15T17:35:28.573+08:00[Asia/Shanghai]","0.0","35.65"
"Review AP entries","Payment information","SUCCESS","2023-11-15T17:40:58.923+08:00[Asia/Shanghai]","0.0","72.7"
"Supplier creation","View a supplier","SUCCESS","2023-11-15T17:47:03.606+08:00[Asia/Shanghai]","0.0","58.74"
"Supplier creation","Payment terms update","SUCCESS","2023-11-15T17:49:29.271+08:00[Asia/Shanghai]","0.0","115.31"
"Supplier creation","Search a supplier","SUCCESS","2023-11-15T17:51:25.333+08:00[Asia/Shanghai]","0.0","45.56"
"Supplier creation","Validate or deactivate a supplier","SUCCESS","2023-11-15T17:52:11.633+08:00[Asia/Shanghai]","0.0","56.87"
"Batch posting","Batch posting general ledger entry","SUCCESS","2023-11-15T18:40:30.344+08:00[Asia/Shanghai]","0.0","114.12"
"General ledger entries","Create general ledger entry using sustainability accounts","SUCCESS","2023-11-15T18:42:25.765+08:00[Asia/Shanghai]","0.0","190.9"
"General ledger entries","Create general ledger entry","SUCCESS","2023-11-15T18:45:37.437+08:00[Asia/Shanghai]","0.0","109.71"
"Internal transfer","Create internal transfer entry","SUCCESS","2023-11-15T18:50:24.547+08:00[Asia/Shanghai]","0.0","80.17"
"Monthly statistical entries","Create monthly statistical entry","SUCCESS","2023-11-15T18:51:45.6+08:00[Asia/Shanghai]","0.0","45.65"
"Salary advance","Create salary advance entry","SUCCESS","2023-11-15T18:52:32.126+08:00[Asia/Shanghai]","0.0","87.37"
"Working advance","Create working advance entry","SUCCESS","2023-11-15T18:54:00.381+08:00[Asia/Shanghai]","0.0","80.65"
